SH997804,50
SH997805,50
SH997806,50+51
SH997807,50+51
SH997808,50+51
SH997809,50+51
SH998800,50
SH998801,50
SH998802,50
SH998803,50
SH998804,50
SH998805,50
SH998806,50+51
SH998807,51
SH998808,51
SH998809,50+51
SH999800,50
SH999801,50
SH999802,50
SH999803,50
SH999804,50
SH999805,50
SH999806,50+51
SH999807,50+51
SH999808,51
SH999809,51
SH9981,0+50+51
SH990810,50
SH990811,50
SH990812,50
SH990813,0+50
SH990814,0+50
SH990815,0+50
SH991810,50
SH991811,50
SH991812,50
SH991813,50
SH991814,0+50
SH991815,0+50
SH992810,50
SH992811,50
SH992812,50
SH992813,50
SH992814,50
SH992815,0+50
SH992816,0+50
SH993810,50
SH993811,50
SH993812,50
SH993813,50
SH993814,50
SH993815,50
SH993816,0+50
SH993817,0+50
SH993818,0+50
SH993819,0+50
SH994810,50
SH994811,50
SH994812,50
SH994813,50
SH994814,50
SH994815,50
SH994816,50
SH994817,50
SH994818,50
SH994819,50
SH995810,50
SH995811,50
SH995812,50
SH995813,50
SH995814,50
SH995815,50
SH995816,50
SH995817,50
SH995818,50
SH995819,0+50
SH996810,50
SH996811,50
SH996812,50
SH996813,50
SH996814,50
SH996815,50
SH996816,50
SH996817,0+50
SH996818,50
SH996819,50
SH997810,50
SH997811,50
SH997812,50
SH997813,50
SH997814,50
SH997815,50
SH997816,50
SH997817,0+50
SH997818,0+50
SH997819,0+50
SH998810,50+51
SH998811,50+51
SH998812,50+51
SH998813,50
SH998814,0+50
SH998815,0+50
SH998816,0+50
SH998817,0+50
SH999810,51
SH999811,51
SH999812,0+50+51
SH999813,0+50+51
SH999814,0+50
SH98W,0+50+51
SH9982,0+50+51
SH993820,0+50
SH993821,0+50
SH994820,0+50
SH994821,0+50
SH994822,0+50
SH995820,0+50
SH995821,0+50
SH995822,0+50
SH996820,50
SH996821,50
SH996822,0+50
SH997820,0+50
SH997821,0+50
SH997822,0+50
SH998821,0+50
SH998822,0+50
SH998823,0+50
SH999820,0+51
SH999821,0+51
SH999822,0+50+51
SO,0+7+33+34+35+36+37+39+40+41+42+43+47
SO00,41+42
SO00SW,41
SO00NW,41+42
SO00SE,41
SO00NE,41
SO00A,41
SO00B,41
SO00C,41
SO00D,41+42
SO0006,41
SO0007,41+42
SO000070,41
SO000071,41
SO000072,41
SO000073,41
SO000074,41
SO000075,41
SO000076,41
SO000077,41
SO000078,41
SO000079,41
SO001070,41
SO001071,41
SO001072,41
SO001073,41
SO001074,41
SO001075,41
SO001076,41
SO001077,41
SO001078,41
SO001079,41
SO002070,41
SO002071,41
SO002072,41
SO002073,41
SO002074,41
SO002075,41
SO002076,41
SO002077,41
SO002078,41
SO002079,41
SO003070,41
SO003071,41
SO003072,41
SO003073,41
SO003074,41
SO003075,41
SO003076,41
SO003077,41
SO003078,41
SO003079,41
SO004070,41
SO004071,41
SO004072,41
SO004073,41
SO004074,41
SO004075,41
SO004076,41
SO004077,41
SO004078,41
SO004079,41
SO005070,41
SO005071,41
SO005072,41
SO005073,41
SO005074,41
SO005075,41
SO005076,41
SO005077,41
SO005078,41
SO005079,41
SO006070,41
SO006071,41
SO006072,41
SO006073,41
SO006074,41
SO006075,41
SO006076,41
SO006077,41
SO006078,41
SO006079,41
SO007070,41
SO007071,41
SO007072,41
SO007073,41
SO007074,41
SO007075,41
SO007076,41
SO007077,41
SO007078,41
SO007079,41
SO008070,41
SO008071,41
SO008072,41
SO008073,41
SO008074,41
SO008075,41
SO008076,41
SO008077,41
SO008078,41+42
SO008079,41+42
SO009070,41
SO009071,41
SO009072,41
SO009073,41
SO009074,41
SO009075,41
SO009076,41
SO009077,41
SO009078,41+42
SO009079,42
SO0106,41
SO0107,41+42
SO010070,41
SO010071,41
SO010072,41
SO010073,41
SO010074,41
SO010075,41
SO010076,41
SO010077,41+42
SO010078,41+42
SO010079,42
SO011070,41
SO011071,41
SO011072,41
SO011073,41
SO011074,41
SO011075,41
SO011076,41+42
SO011077,41+42
SO011078,42
SO011079,42
SO012070,41
SO012071,41
SO012072,41
SO012073,41
SO012074,41
SO012075,41
SO012076,41+42
SO012077,42
SO012078,42
SO012079,42
SO013070,41
SO013071,41
SO013072,41
SO013073,41
SO013074,41
SO013075,41
SO013076,41+42
SO013077,42
SO013078,42
SO013079,42
SO014070,41
SO014071,41
SO014072,41
SO014073,41
SO014074,41
SO014075,41
SO014076,41+42
SO014077,42
SO014078,42
SO014079,42
SO015070,41
SO015071,41
SO015072,41
SO015073,41
SO015074,41
SO015075,41
SO015076,41+42
SO015077,42
SO015078,42
SO015079,42
SO016070,41
SO016071,41
SO016072,41
SO016073,41
SO016074,41
SO016075,41+42
SO016076,41+42
SO016077,42
SO016078,42
SO016079,42
SO017070,41
SO017071,41
SO017072,41
SO017073,41
SO017074,41+42
SO017075,41+42
SO017076,42
SO017077,42
SO017078,42
SO017079,42
SO018070,41
SO018071,41
SO018072,41
SO018073,41
SO018074,41+42
SO018075,42
SO018076,42
SO018077,42
SO018078,42
SO018079,42
SO019070,41
SO019071,41
SO019072,41
SO019073,41
SO019074,41+42
SO019075,42
SO019076,42
SO019077,42
SO019078,42
SO019079,42
SO00E,41+42
SO0008,41+42
SO000080,41+42
SO000081,42
SO000082,42
SO000083,42
SO000084,42
SO000085,42
SO000086,42
SO000087,42
SO000088,42
SO000089,42
SO001080,41+42
SO001081,42
SO001082,42
SO001083,42
SO001084,42
SO001085,42
SO001086,42
SO001087,42
SO001088,42
SO001089,42
SO002080,41+42
SO002081,42
SO002082,42
SO002083,42
SO002084,42
SO002085,42
SO002086,42
SO002087,42
SO002088,42
SO002089,42
SO003080,41+42
SO003081,42
SO003082,42
SO003083,42
SO003084,42
SO003085,42
SO003086,42
SO003087,42
SO003088,42
SO003089,42
SO004080,41+42
SO004081,42
SO004082,42
SO004083,42
SO004084,42
SO004085,42
SO004086,42
SO004087,42
SO004088,42
SO004089,42
SO005080,41+42
SO005081,42
SO005082,42
SO005083,42
SO005084,42
SO005085,42
SO005086,42
SO005087,42
SO005088,42
SO005089,42
SO006080,41+42
SO006081,42
SO006082,42
SO006083,42
SO006084,42
SO006085,42
SO006086,42
SO006087,42
SO006088,42
SO006089,42
SO007080,41+42
SO007081,42
SO007082,42
SO007083,42
SO007084,42
SO007085,42
SO007086,42
SO007087,42
SO007088,42
SO007089,42
SO008080,41+42
SO008081,42
SO008082,42
SO008083,42
SO008084,42
SO008085,42
SO008086,42
SO008087,42
SO008088,42
SO008089,42
SO009080,42
SO009081,42
SO009082,42
SO009083,42
SO009084,42
SO009085,42
SO009086,42
SO009087,42
SO009088,42
SO009089,42
SO0009,42
SO0108,42
SO0109,42
SO00F,41
SO00G,41
SO00H,41
SO00I,41+42
SO0206,41
SO0207,41+42
SO020070,41
SO020071,41
SO020072,41
SO020073,41+42
SO020074,41+42
SO020075,42
SO020076,42
SO020077,42
SO020078,42
SO020079,42
SO021070,41
SO021071,41
SO021072,41
SO021073,41
SO021074,41+42
SO021075,41+42
SO021076,42
SO021077,42
SO021078,42
SO021079,42
SO022070,41
SO022071,41
SO022072,41
SO022073,41
SO022074,41
SO022075,41+42
SO022076,42
SO022077,42
SO022078,42
SO022079,42
SO023070,41
SO023071,41
SO023072,41
SO023073,41
SO023074,41
SO023075,41+42
SO023076,42
SO023077,42
SO023078,42
SO023079,42
SO024070,41
SO024071,41
SO024072,41
SO024073,41
SO024074,41
SO024075,41+42
SO024076,42
SO024077,42
SO024078,42
SO024079,42
SO025070,41
SO025071,41
SO025072,41
SO025073,41
SO025074,41+42
SO025075,41+42
SO025076,42
SO025077,42
SO025078,42
SO025079,42
SO026070,41
SO026071,41
SO026072,41
SO026073,41
SO026074,41+42
SO026075,42
SO026076,42
SO026077,42
SO026078,42
SO026079,42
SO027070,41
SO027071,41
SO027072,41
SO027073,41
SO027074,41+42
SO027075,41+42
SO027076,41+42
SO027077,42
SO027078,42
SO027079,42
SO028070,41
SO028071,41
SO028072,41
SO028073,41
SO028074,41
SO028075,41
SO028076,41+42
SO028077,42
SO028078,42
SO028079,42
SO029070,41
SO029071,41
SO029072,41
SO029073,41
SO029074,41
SO029075,41
SO029076,41+42
SO029077,42
SO029078,42
SO029079,42
SO0306,41
SO0307,41+42
SO030070,41
SO030071,41
SO030072,41
SO030073,41
SO030074,41
SO030075,41
SO030076,41+42
SO030077,42
SO030078,42
SO030079,42
SO031070,41
SO031071,41
SO031072,41
SO031073,41
SO031074,41
SO031075,41+42
SO031076,41+42
SO031077,42
SO031078,42
SO031079,42
SO032070,41
SO032071,41
SO032072,41
SO032073,41
SO032074,41
SO032075,41+42
SO032076,42
SO032077,42
SO032078,42
SO032079,42
SO033070,41
SO033071,41
SO033072,41
SO033073,41
SO033074,41+42
SO033075,41+42
SO033076,42
SO033077,42
SO033078,42
SO033079,42
SO034070,41
SO034071,41
SO034072,41
SO034073,41
SO034074,41+42
SO034075,42
SO034076,42
SO034077,42
SO034078,42
SO034079,41+42
SO035070,41
SO035071,41
SO035072,41+42
SO035073,41+42
SO035074,41+42
SO035075,42
SO035076,42
SO035077,41+42
SO035078,41+42
SO035079,41+42
SO036070,41
SO036071,41+42
SO036072,41+42
SO036073,42
SO036074,42
SO036075,42
SO036076,41+42
SO036077,41+42
SO036078,41
SO036079,41
SO037070,41
SO037071,41+42
SO037072,41+42
SO037073,41+42
SO037074,41+42
SO037075,41+42
SO037076,41+42
SO037077,41
SO037078,41
SO037079,41
SO038070,41
SO038071,41
SO038072,41+42
SO038073,41+42
SO038074,41
SO038075,41
SO038076,41
SO038077,41
SO038078,41
SO038079,41
SO039070,41
SO039071,41
SO039072,41
SO039073,41
SO039074,41
SO039075,41
SO039076,41
SO039077,41
SO039078,41
SO039079,41
SO00J,41+42
SO0208,42
SO0209,42
SO0308,41+42
SO030080,42
SO030081,42
SO030082,42
SO030083,42
SO030084,42
SO030085,42
SO030086,42
SO030087,42
SO030088,42
SO030089,42
SO031080,42
SO031081,42
SO031082,42
SO031083,42
SO031084,42
SO031085,42
SO031086,42
SO031087,42
SO031088,42
SO031089,42
SO032080,42
SO032081,42
SO032082,42
SO032083,42
SO032084,42
SO032085,42
SO032086,42
SO032087,42
SO032088,42
SO032089,42
SO033080,42
SO033081,41+42
SO033082,41+42
SO033083,42
SO033084,42
SO033085,42
SO033086,42
SO033087,42
SO033088,42
SO033089,42
SO034080,41+42
SO034081,41+42
SO034082,41+42
SO034083,41+42
SO034084,41+42
SO034085,42
SO034086,42
SO034087,42
SO034088,42
SO034089,42
SO035080,41
SO035081,41
SO035082,41
SO035083,41
SO035084,41+42
SO035085,42
SO035086,42
SO035087,42
SO035088,42
SO035089,42
SO036080,41
SO036081,41
SO036082,41
SO036083,41
SO036084,41+42
SO036085,41+42
SO036086,42
SO036087,42
SO036088,42
SO036089,42
SO037080,41
SO037081,41
SO037082,41
SO037083,41
SO037084,41+42
SO037085,41+42
SO037086,42
SO037087,42
SO037088,42
SO037089,42
SO038080,41
SO038081,41
SO038082,41
SO038083,41
SO038084,41
SO038085,41+42
SO038086,41+42
SO038087,42
SO038088,42
SO038089,42
SO039080,41
SO039081,41
SO039082,41
SO039083,41
SO039084,41
SO039085,41
SO039086,41+42
SO039087,41+42
SO039088,41+42
SO039089,41+42
SO0309,41+42
SO030090,42
SO030091,42
SO030092,42
SO030093,42
SO030094,42
SO030095,42
SO030096,42
SO030097,42
SO030098,42
SO030099,42
SO031090,42
SO031091,42
SO031092,42
SO031093,42
SO031094,42
SO031095,42
SO031096,42
SO031097,42
SO031098,42
SO031099,42
SO032090,42
SO032091,42
SO032092,42
SO032093,42
SO032094,42
SO032095,42
SO032096,42
SO032097,42
SO032098,42
SO032099,42
SO033090,42
SO033091,42
SO033092,42
SO033093,42
SO033094,42
SO033095,42
SO033096,42
SO033097,42
SO033098,42
SO033099,42
SO034090,42
SO034091,42
SO034092,42
SO034093,42
SO034094,42
SO034095,42
SO034096,42
SO034097,42
SO034098,42
SO034099,42
SO035090,42
SO035091,42
SO035092,42
SO035093,42
SO035094,42
SO035095,42
SO035096,42
SO035097,42
SO035098,42
SO035099,42
SO036090,42
SO036091,42
SO036092,42
SO036093,42
SO036094,42
SO036095,42
SO036096,42
SO036097,42
SO036098,42
SO036099,42
SO037090,42
SO037091,42
SO037092,42
SO037093,42
SO037094,42
SO037095,42
SO037096,42
SO037097,42
SO037098,42
SO037099,42
SO038090,42
SO038091,42
SO038092,42
SO038093,42
SO038094,42
SO038095,42
SO038096,42
SO038097,42
SO038098,42
SO038099,42
SO039090,41+42
SO039091,41+42
SO039092,42
SO039093,42
SO039094,42
SO039095,42
SO039096,42
SO039097,42
SO039098,42
SO039099,42
SO00K,41
SO00L,41
SO00M,41
SO00N,41
SO00P,41+42
SO0408,41
SO0409,41+42
SO040090,41
SO040091,41+42
SO040092,42
SO040093,42
SO040094,42
SO040095,42
SO040096,42
SO040097,42
SO040098,42
SO040099,42
SO041090,41
SO041091,41+42
SO041092,41+42
SO041093,42
SO041094,42
SO041095,42
SO041096,42
SO041097,42
SO041098,42
SO041099,42
SO042090,41
SO042091,41
SO042092,41+42
SO042093,41+42
SO042094,41+42
SO042095,42
SO042096,42
SO042097,42
SO042098,42
SO042099,42
SO043090,41
SO043091,41
SO043092,41
SO043093,41
SO043094,41+42
SO043095,41+42
SO043096,41+42
SO043097,42
SO043098,42
SO043099,42
SO044090,41
SO044091,41
SO044092,41
SO044093,41
SO044094,41
SO044095,41
SO044096,41+42
SO044097,41+42
SO044098,42
SO044099,42
SO045090,41
SO045091,41
SO045092,41
SO045093,41
SO045094,41
SO045095,41
SO045096,41
SO045097,41+42
SO045098,41+42
SO045099,41+42
SO046090,41
SO046091,41
SO046092,41
SO046093,41
SO046094,41
SO046095,41
SO046096,41
SO046097,41
SO046098,41
SO046099,41
SO047090,41
SO047091,41
SO047092,41
SO047093,41
SO047094,41
SO047095,41
SO047096,41
SO047097,41
SO047098,41
SO047099,41
SO048090,41
SO048091,41
SO048092,41
SO048093,41
SO048094,41
SO048095,41
SO048096,41
SO048097,41
SO048098,41
SO048099,41
SO049090,41
SO049091,41
SO049092,41
SO049093,41
SO049094,41
SO049095,41
SO049096,41
SO049097,41
SO049098,41
SO049099,41
SO0508,41
SO0509,41
SO00Q,41
SO00R,41
SO00S,41
SO00T,41
SO00U,41
SO00V,41
SO00W,41
SO00X,41
SO00Y,41
SO00Z,41
SO01,41+42
SO01SW,41+42
SO01NW,42
SO01SE,41+42
SO01NE,42
SO01A,42
SO01B,42
SO01C,42
SO01D,42
SO01E,42
SO01F,42
SO01G,42
SO01H,42
SO01I,42
SO01J,42
SO01K,41+42
SO0410,41+42
SO040100,42
SO040101,42
SO040102,42
SO040103,42
SO040104,42
SO040105,42
SO040106,42
SO040107,42
SO040108,42
SO040109,42
SO041100,42
SO041101,42
SO041102,42
SO041103,42
SO041104,42
SO041105,42
SO041106,42
SO041107,42
SO041108,42
SO041109,42
SO042100,42
SO042101,42
SO042102,42
SO042103,42
SO042104,42
SO042105,42
SO042106,42
SO042107,42
SO042108,42
SO042109,42
SO043100,42
SO043101,42
SO043102,42
SO043103,42
SO043104,42
SO043105,42
SO043106,42
SO043107,42
SO043108,42
SO043109,42
SO044100,42
SO044101,42
SO044102,42
SO044103,42
SO044104,42
SO044105,42
SO044106,42
SO044107,42
SO044108,42
SO044109,42
SO045100,41+42
SO045101,42
SO045102,42
SO045103,42
SO045104,42
SO045105,42
SO045106,42
SO045107,42
SO045108,42
SO045109,42
SO046100,41+42
SO046101,42
SO046102,42
SO046103,42
SO046104,42
SO046105,42
SO046106,42
SO046107,42
SO046108,42
SO046109,42
SO047100,41+42
SO047101,42
SO047102,42
SO047103,42
SO047104,42
SO047105,42
SO047106,42
SO047107,42
SO047108,42
SO047109,42
SO048100,41+42
SO048101,41+42
SO048102,41+42
SO048103,42
SO048104,42
SO048105,42
SO048106,42
SO048107,42
SO048108,42
SO048109,42
SO049100,41
SO049101,41+42
SO049102,41+42
SO049103,42
SO049104,42
SO049105,42
SO049106,42
SO049107,42
SO049108,42
SO049109,42
SO0411,42
SO0510,41+42
SO050100,41
SO050101,41+42
SO050102,41+42
SO050103,42
SO050104,42
SO050105,42
SO050106,42
SO050107,42
SO050108,42
SO050109,42
SO051100,41
SO051101,41
SO051102,41+42
SO051103,42
SO051104,42
SO051105,42
SO051106,42
SO051107,42
SO051108,42
SO051109,42
SO052100,41
SO052101,41
SO052102,41+42
SO052103,42
SO052104,42
SO052105,42
SO052106,42
SO052107,42
SO052108,42
SO052109,42
SO053100,41
SO053101,41
SO053102,41+42
SO053103,42
SO053104,42
SO053105,42
SO053106,42
SO053107,42
SO053108,42
SO053109,42
SO054100,41+42
SO054101,41+42
SO054102,41+42
SO054103,42
SO054104,42
SO054105,42
SO054106,42
SO054107,42
SO054108,42
SO054109,42
SO055100,41+42
SO055101,41+42
SO055102,42
SO055103,42
SO055104,42
SO055105,42
SO055106,42
SO055107,42
SO055108,42
SO055109,42
SO056100,41+42
SO056101,41+42
SO056102,42
SO056103,42
SO056104,42
SO056105,42
SO056106,42
SO056107,42
SO056108,42
SO056109,42
SO057100,41+42
SO057101,42
SO057102,42
SO057103,42
SO057104,42
SO057105,42
SO057106,42
SO057107,42
SO057108,42
SO057109,42
SO058100,41+42
SO058101,42
SO058102,42
SO058103,42
SO058104,42
SO058105,42
SO058106,42
SO058107,42
SO058108,42
SO058109,42
SO059100,41+42
SO059101,41+42
SO059102,41+42
SO059103,41+42
SO059104,41+42
SO059105,42
SO059106,42
SO059107,41+42
SO059108,41+42
SO059109,41+42
SO0511,42
SO01L,42
SO01M,42
SO01N,42
SO01P,42
SO01Q,41+42
SO0610,41+42
SO060100,41
SO060101,41
SO060102,41
SO060103,41
SO060104,41+42
SO060105,41+42
SO060106,41+42
SO060107,41+42
SO060108,41
SO060109,41+42
SO061100,41
SO061101,41
SO061102,41
SO061103,41
SO061104,41
SO061105,41
SO061106,41
SO061107,41
SO061108,41
SO061109,41
SO062100,41
SO062101,41
SO062102,41
SO062103,41
SO062104,41
SO062105,41
SO062106,41
SO062107,41
SO062108,41
SO062109,41
SO063100,41
SO063101,41
SO063102,41
SO063103,41
SO063104,41
SO063105,41
SO063106,41
SO063107,41
SO063108,41
SO063109,41
SO064100,41
SO064101,41
SO064102,41
SO064103,41
SO064104,41
SO064105,41
SO064106,41
SO064107,41
SO064108,41
SO064109,41
SO065100,41
SO065101,41
SO065102,41
SO065103,41
SO065104,41
SO065105,41
SO065106,41
SO065107,41
SO065108,41
SO065109,41
SO066100,41
SO066101,41
SO066102,41
SO066103,41
SO066104,41
SO066105,41
SO066106,41
SO066107,41
SO066108,41
SO066109,41
SO067100,41
SO067101,41
SO067102,41
SO067103,41
SO067104,41
SO067105,41
SO067106,41
SO067107,41
SO067108,41
SO067109,41
SO068100,41
SO068101,41
SO068102,41
SO068103,41
SO068104,41
SO068105,41
SO068106,41
SO068107,41
SO068108,41
SO068109,41
SO069100,41
SO069101,41
SO069102,41
SO069103,41
SO069104,41
SO069105,41
SO069106,41
SO069107,41
SO069108,41
SO069109,41
SO0611,41+42
SO060110,41+42
SO060111,41+42
SO060112,42
SO060113,42
SO060114,42
SO060115,42
SO060116,42
SO060117,42
SO060118,42
SO060119,42
SO061110,41
SO061111,41+42
SO061112,42
SO061113,42
SO061114,42
SO061115,42
SO061116,42
SO061117,42
SO061118,42
SO061119,42
SO062110,41
SO062111,41+42
SO062112,42
SO062113,42
SO062114,42
SO062115,42
SO062116,42
SO062117,42
SO062118,42
SO062119,42
SO063110,41
SO063111,41+42
SO063112,42
SO063113,42
SO063114,42
SO063115,42
SO063116,42
SO063117,42
SO063118,42
SO063119,42
SO064110,41+42
SO064111,41+42
SO064112,42
SO064113,42
SO064114,42
SO064115,42
SO064116,42
SO064117,42
SO064118,42
SO064119,42
SO065110,41+42
SO065111,42
SO065112,42
SO065113,42
SO065114,42
SO065115,42
SO065116,42
SO065117,42
SO065118,42
SO065119,42
SO066110,41+42
SO066111,42
SO066112,42
SO066113,42
SO066114,42
SO066115,42
SO066116,42
SO066117,42
SO066118,42
SO066119,42
SO067110,41+42
SO067111,42
SO067112,42
SO067113,42
SO067114,42
SO067115,42
SO067116,42
SO067117,42
SO067118,42
SO067119,42
SO068110,41+42
SO068111,42
SO068112,42
SO068113,42
SO068114,42
SO068115,42
SO068116,42
SO068117,42
SO068118,42
SO068119,42
SO069110,41+42
SO069111,42
SO069112,42
SO069113,42
SO069114,42
SO069115,42
SO069116,42
SO069117,42
SO069118,42
SO069119,42
SO0710,41
SO0711,41+42
SO070110,41+42
SO070111,42
SO070112,42
SO070113,42
SO070114,42
SO070115,42
SO070116,42
SO070117,42
SO070118,42
SO070119,42
SO071110,41+42
SO071111,42
SO071112,42
SO071113,42
SO071114,42
SO071115,42
SO071116,42
SO071117,42
SO071118,42
SO071119,42
SO072110,41+42
SO072111,42
SO072112,42
SO072113,42
SO072114,42
SO072115,42
SO072116,42
SO072117,42
SO072118,42
SO072119,42
SO073110,41+42
SO073111,42
SO073112,42
SO073113,42
SO073114,42
SO073115,42
SO073116,42
SO073117,42
SO073118,42
SO073119,42
SO074110,41+42
SO074111,41+42
SO074112,42
SO074113,42
SO074114,42
SO074115,42
SO074116,42
SO074117,42
SO074118,42
SO074119,42
SO075110,41
SO075111,41+42
SO075112,42
SO075113,42
SO075114,42
SO075115,42
SO075116,42
SO075117,42
SO075118,42
SO075119,42
SO076110,41
SO076111,41+42
SO076112,42
SO076113,42
SO076114,42
SO076115,42
SO076116,42
SO076117,42
SO076118,42
SO076119,42
SO077110,41+42
SO077111,41+42
SO077112,42
SO077113,42
SO077114,42
SO077115,42
SO077116,42
SO077117,42
SO077118,42
SO077119,42
SO078110,41+42
SO078111,42
SO078112,42
SO078113,42
SO078114,42
SO078115,42
SO078116,42
SO078117,42
SO078118,42
SO078119,42
SO079110,41+42
SO079111,42
SO079112,42
SO079113,42
SO079114,42
SO079115,42
SO079116,42
SO079117,42
SO079118,42
SO079119,42
SO01R,42
SO01S,42
SO01T,42
SO01U,42
SO01V,41+42
SO0810,41
SO0811,41+42
SO080110,41+42
SO080111,42
SO080112,42
SO080113,42
SO080114,42
SO080115,42
SO080116,42
SO080117,42
SO080118,42
SO080119,42
SO081110,41+42
SO081111,42
SO081112,42
SO081113,42
SO081114,42
SO081115,42
SO081116,42
SO081117,42
SO081118,42
SO081119,42
SO082110,41+42
SO082111,41+42
SO082112,42
SO082113,42
SO082114,42
SO082115,42
SO082116,42
SO082117,42
SO082118,42
SO082119,42
SO083110,41
SO083111,41+42
SO083112,42
SO083113,42
SO083114,42
SO083115,42
SO083116,42
SO083117,42
SO083118,42
SO083119,42
SO084110,41
SO084111,41+42
SO084112,42
SO084113,42
SO084114,42
SO084115,42
SO084116,42
SO084117,42
SO084118,42
SO084119,42
SO085110,41
SO085111,41+42
SO085112,41+42
SO085113,42
SO085114,42
SO085115,42
SO085116,42
SO085117,42
SO085118,42
SO085119,42
SO086110,41
SO086111,41
SO086112,41+42
SO086113,42
SO086114,42
SO086115,42
SO086116,42
SO086117,42
SO086118,42
SO086119,42
SO087110,41
SO087111,41
SO087112,41+42
SO087113,42
SO087114,42
SO087115,42
SO087116,42
SO087117,42
SO087118,42
SO087119,42
SO088110,41
SO088111,41
SO088112,41+42
SO088113,41+42
SO088114,42
SO088115,42
SO088116,42
SO088117,42
SO088118,42
SO088119,42
SO089110,41
SO089111,41
SO089112,41
SO089113,41+42
SO089114,42
SO089115,42
SO089116,42
SO089117,42
SO089118,42
SO089119,42
SO0910,41+42
SO090100,41
SO090101,41
SO090102,41
SO090103,41
SO090104,41
SO090105,41
SO090106,41
SO090107,41
SO090108,41
SO090109,41
SO091100,41
SO091101,41
SO091102,41
SO091103,41
SO091104,41
SO091105,41
SO091106,41
SO091107,41
SO091108,41
SO091109,41
SO092100,41
SO092101,41
SO092102,41
SO092103,41
SO092104,41
SO092105,41
SO092106,41
SO092107,41
SO092108,41
SO092109,41
SO093100,41
SO093101,41
SO093102,41
SO093103,41
SO093104,41
SO093105,41
SO093106,41
SO093107,41
SO093108,41
SO093109,41
SO094100,41
SO094101,41
SO094102,41
SO094103,41
SO094104,41
SO094105,41
SO094106,41
SO094107,41
SO094108,41
SO094109,41
SO095100,41
SO095101,41
SO095102,41
SO095103,41
SO095104,41
SO095105,41
SO095106,41
SO095107,41
SO095108,41
SO095109,41
SO096100,41
SO096101,41
SO096102,41
SO096103,41
SO096104,41
SO096105,41
SO096106,41
SO096107,41
SO096108,41
SO096109,41
SO097100,41
SO097101,41
SO097102,41
SO097103,41
SO097104,41
SO097105,41
SO097106,41
SO097107,41
SO097108,41
SO097109,41
SO098100,41
SO098101,41
SO098102,41
SO098103,41
SO098104,41
SO098105,41
SO098106,41
SO098107,41
SO098108,41
SO098109,41+42
SO099100,41
SO099101,41
SO099102,41
SO099103,41
SO099104,41
SO099105,41
SO099106,41
SO099107,41+42
SO099108,41+42
SO099109,41+42
SO0911,41+42
SO090110,41
SO090111,41
SO090112,41
SO090113,41+42
SO090114,42
SO090115,42
SO090116,42
SO090117,42
SO090118,42
SO090119,42
SO091110,41
SO091111,41
SO091112,41
SO091113,41+42
SO091114,41+42
SO091115,42
SO091116,42
SO091117,42
SO091118,42
SO091119,42
SO092110,41
SO092111,41
SO092112,41
SO092113,41
SO092114,41+42
SO092115,42
SO092116,42
SO092117,42
SO092118,42
SO092119,42
SO093110,41
SO093111,41
SO093112,41
SO093113,41
SO093114,41+42
SO093115,42
SO093116,42
SO093117,42
SO093118,42
SO093119,42
SO094110,41
SO094111,41
SO094112,41
SO094113,41+42
SO094114,41+42
SO094115,42
SO094116,42
SO094117,42
SO094118,42
SO094119,42
SO095110,41
SO095111,41
SO095112,41
SO095113,41+42
SO095114,42
SO095115,42
SO095116,42
SO095117,42
SO095118,42
SO095119,42
SO096110,41
SO096111,41
SO096112,41
SO096113,41+42
SO096114,42
SO096115,42
SO096116,42
SO096117,42
SO096118,42
SO096119,42
SO097110,41
SO097111,41
SO097112,41+42
SO097113,41+42
SO097114,42
SO097115,42
SO097116,42
SO097117,42
SO097118,42
SO097119,42
SO098110,41+42
SO098111,41+42
SO098112,41+42
SO098113,42
SO098114,42
SO098115,42
SO098116,42
SO098117,42
SO098118,42
SO098119,42
SO099110,42
SO099111,42
SO099112,42
SO099113,42
SO099114,42
SO099115,42
SO099116,42
SO099117,42
SO099118,42
SO099119,42
SO01W,42
SO01X,42
SO01Y,42
SO01Z,42
SO02,42
SO03,42
SO04,42+43
SO04SW,42
SO04NW,42
SO04SE,42+43
SO04NE,42+43
SO04A,42
SO04B,42
SO04C,42
SO04D,42
SO04E,42
SO04F,42
SO04G,42
SO04H,42
SO04I,42
SO04J,42
SO04K,42
SO04L,42
SO04M,42
SO04N,42
SO04P,42
SO04Q,42
SO04R,42
SO04S,42+43
SO0644,42
SO0645,42
SO0744,42+43
SO070440,42
SO070441,42
SO070442,42
SO070443,42
SO070444,42
SO070445,42
SO070446,42
SO070447,42
SO070448,42
SO070449,42
SO071440,42
SO071441,42
SO071442,42
SO071443,42
SO071444,42
SO071445,42
SO071446,42
SO071447,42
SO071448,42
SO071449,42
SO072440,42
SO072441,42
SO072442,42
SO072443,42
SO072444,42
SO072445,42
SO072446,42
SO072447,42
SO072448,42
SO072449,42
SO073440,42
SO073441,42
SO073442,42
SO073443,42
SO073444,42
SO073445,42
SO073446,42
SO073447,42
SO073448,42+43
SO073449,42+43
SO074440,42
SO074441,42
SO074442,42
SO074443,42
SO074444,42
SO074445,42+43
SO074446,42+43
SO074447,42+43
SO074448,42+43
SO074449,43
SO075440,42
SO075441,42
SO075442,42
SO075443,42
SO075444,42+43
SO075445,42+43
SO075446,43
SO075447,43
